object_id,rep,n_steps,phys_seed,grasp_seed,ctrl_seed,obs_seed_reserved,mass_scale,damping_scale
11622,1,119,88252113,1303914363,908102528,1034287295,0.5229256072206951,1.462271753451819
11622,2,119,800480819,360020607,1443371522,1604185068,1.8129396225428982,1.3857302661383635
11622,3,119,51358480,618121353,159069849,1402009822,1.734821752395283,1.1207093866768332
11622,4,119,739081428,206067679,882869634,1338734894,1.582819843004055,1.7230867771757454
11622,5,119,1135610046,2131242570,673958336,2117121703,1.4976573452293869,1.6870606076008303
11622,6,119,1566728687,57114695,775905307,490442817,1.938439099914903,1.5655169787955001
11622,7,119,1956515879,1663970155,2138301151,786766423,0.7627767336218273,1.9929140499610185
11622,8,119,1833504597,1653264217,561305073,1100429302,1.9748884246173113,0.6284040596035745
11622,9,119,782792338,1155344691,1460830064,1104869497,1.3107133922859617,0.9059765308978407
11622,10,119,1284954709,732441396,1349078359,1565173098,1.593227820348532,1.2093799980856803
11622,11,119,570870405,538492110,1497252177,1434276062,1.915214255274335,0.7826777966698566
11622,12,119,783387071,129095100,482836196,721570297,1.6976428537582011,0.5458103039866247
11622,13,119,42395104,1503662249,642937670,481075430,1.7436094181616044,0.8626972328720621
11622,14,119,548504740,187780098,1261423261,1217885570,1.7035378527689136,1.32777501713346
11622,15,119,120049720,957339475,617419046,1117947759,1.5515558685905808,0.6201407108970765
12252,0,119,813527992,904441670,1208775966,1150379554,0.8549057023739155,0.7154045423671758
12252,1,119,470004182,2032168768,917564331,798679656,1.9850686533375856,1.8841679100944075
12252,2,119,1221418085,765367649,1026558657,684104744,0.9479764663417101,0.9554285898841768
12252,3,119,1681895423,2146713587,580481585,762300442,1.5542015897024342,0.8544895883207398
12252,4,119,1442805972,615474934,329704096,1362039513,1.4930367384628567,1.9338122994182623
12252,5,119,1513964196,121327158,1590625474,1465543265,0.8926025489027346,0.8872842639164131
12252,6,119,2059035020,1499199115,1679110622,118798282,0.8529078396685079,0.5119820461622089
12252,7,119,318271271,1509397629,1832238041,827331677,1.290305376368658,0.5026245451270328
12252,8,119,2093398760,1073052937,859688599,1354906715,1.8532816733482853,1.1877062999887549
12252,9,119,1486417736,1904391627,1517347031,1121463934,0.8973236359671374,1.0593854105411018
12252,10,119,1290874838,1330224556,1461211848,606233059,1.508446493767989,0.5302775426058632
12252,11,119,2140615960,1953071896,1412582330,1462405134,0.9512920190911196,1.831251833651369
12252,12,119,963521156,1276207558,761433125,2041934799,0.7524333853341147,1.2909187897956578
12252,13,119,1737365526,318236255,419591125,1113236784,1.846129831259447,1.8163241985220018
12252,14,119,1948151846,1797577250,926758027,1257050824,1.6536821559151227,1.9977751898763856
12252,15,119,1544590655,1401220030,538250373,2104201214,1.197707618668567,1.961300357118936
46145,0,119,1520780136,1497387607,376880582,1753781777,0.887434096495503,1.229299615385237
46145,1,119,467061885,1523947133,1445792093,1482781601,0.6265763610086363,0.5930214282303128
46145,2,119,430663876,329465708,1618100190,551393748,1.8411546293527605,1.437745403511041
46145,3,119,165283102,1424711241,1295517235,329268929,0.7782011237188642,1.2633203561383388
46145,4,119,114958464,1246298564,8312352,2136429917,1.5376817189331526,1.1776335427842695
46145,5,119,189962142,1332462745,1231696661,1352424043,1.0436110944292778,1.2531481025798565
46145,6,119,1787237670,1486421728,782465681,879135069,0.896167816088113,0.8493180723419536
46145,7,119,1761741820,1735112853,2029282202,2006463252,1.4128231486418443,1.0606922566727879
46145,8,119,42867568,1309701677,134401204,2022999550,0.67188911140589,1.5446843595984512
46145,9,119,815591028,774149039,1822267033,683252428,1.6421800682989696,0.7796855617433276
46145,10,119,195571641,523907210,1037796252,1860118981,1.3022350306332617,1.2387908125067026
46145,11,119,550645976,1681097129,1941026393,198493319,1.6144842351773607,1.645333857763258
46145,12,119,36815444,2009590766,1624388975,1758858696,0.7094589635254238,1.1798809338012344
46145,13,119,1858903666,692233657,1787869703,1558005111,1.9831779412545991,1.0883858069778611
46145,14,119,1833198013,909862990,527922634,172134068,1.002087711422564,1.7888336684754282
46145,15,119,1263079786,1169526424,1622908556,1358259242,1.7933328555252137,0.6713972084279026
7304,0,119,1051049310,1100566108,202625605,279811812,1.3913474167686977,0.6006754524755255
7304,1,119,133937293,18390717,976296024,1175445117,0.8682221702127593,1.6172931201808387
7304,2,119,1635096914,1142908727,254733348,20278995,1.5955481950322967,0.7711032939537172
7304,3,119,1710667136,438503716,800561092,1491337813,1.848847352793186,1.8598624378067086
7304,4,119,633911899,437003,404187511,277311803,1.5691377567253104,1.9054886440634433
7304,5,119,828109289,1599275289,443568255,1260464512,1.3537349900270816,1.284590758715886
7304,6,119,1070793877,525008663,157209270,2077421729,1.8203999276446186,1.9086109389547872
7304,7,119,1156619861,1890345879,599407525,1348351501,1.3084034800414954,0.9507389696406239
7304,8,119,433904811,1392929694,515813495,304804001,1.6183850005519065,1.8887270837896837
7304,9,119,1058299737,444416228,1286079562,347442018,0.7841797684937648,0.8525182359967721
7304,10,119,153547116,1363527661,1342690484,1440352459,1.6505203454211728,1.1094417935750898
7304,11,119,1719581570,1898627096,781803707,90292737,0.5539096314280474,1.7430091737894862
7304,12,119,1690275680,589247222,1188948295,358067688,1.5405677925558645,0.9828177623758407
7304,13,119,565513396,1453135538,1339076786,1232610715,1.2875257958781456,1.06803632901336
7304,14,119,1241609067,280426316,967145770,1331163558,1.9149089993407282,1.2861177682730451
7304,15,119,1114966940,374500269,1106827808,251251518,0.9479143578096603,1.3990721378399593
