row_idx,object_id,firm,completion85
753,10905,0,1
754,10905,0,1
755,10905,0,1
756,10905,0,1
757,10905,0,1
758,10905,0,1
759,10905,0,1
760,10905,0,1
761,10905,0,1
762,10905,0,1
763,10905,0,1
764,10905,0,1
765,10905,0,1
766,10905,0,1
767,10905,0,1
768,10905,0,1
769,10905,1,1
770,10905,0,1
771,10905,1,1
772,10905,1,1
773,10905,1,1
774,10905,1,1
775,10905,0,1
776,10905,0,1
777,10905,0,1
778,10905,1,1
779,10905,1,1
780,10905,1,1
781,10905,1,1
782,10905,0,1
783,10905,0,1
784,10905,0,1
785,10905,1,1
786,10905,1,1
787,10905,0,1
788,10905,1,1
789,10905,1,1
790,10905,1,1
791,10905,1,1
792,10905,0,1
793,10905,0,1
794,10905,0,1
795,10905,0,1
796,10905,0,1
797,10905,0,1
798,10905,0,1
799,10905,0,1
800,10905,0,1
801,10905,0,1
802,10905,0,1
803,10905,0,1
804,10905,0,1
805,10905,0,1
806,10905,0,1
807,10905,0,1
808,10905,0,1
809,10905,0,1
810,10905,0,1
811,10905,0,1
812,10905,0,1
813,10905,0,1
814,10905,0,1
815,10905,0,1
816,10905,0,1
817,10905,0,1
818,10905,0,1
819,10905,0,1
820,10905,0,1
821,10905,0,1
822,10905,0,1
823,10905,0,1
824,10905,0,1
825,10905,0,1
826,10905,0,1
827,10905,0,1
828,10905,0,1
829,10905,0,1
830,10905,0,1
831,10905,0,1
832,10905,0,1
833,10905,0,1
834,10905,0,1
835,10905,0,1
836,10905,0,1
837,10905,0,1
838,10905,0,1
839,10905,0,1
840,10905,0,0
841,10905,0,0
842,10905,0,0
843,10905,0,0
844,10905,0,0
845,10905,0,0
846,10905,0,0
847,10905,0,0
848,10905,0,0
849,10905,0,0
850,10905,0,0
851,10905,0,0
852,10905,0,0
853,10905,0,0
854,10905,0,0
855,10905,0,0
856,10905,0,0
857,10905,0,0
858,10905,0,0
859,10905,0,0
860,10905,0,0
861,10905,0,0
862,10905,0,0
863,10905,0,0
1440,46889,1,1
1441,46889,1,1
1442,46889,1,1
1443,46889,1,1
1444,46889,1,1
1445,46889,1,1
1446,46889,1,1
1447,46889,1,1
1448,46889,1,1
1449,46889,1,1
1450,46889,1,1
1451,46889,1,1
1452,46889,1,1
1453,46889,1,1
1454,46889,1,1
1455,46889,1,1
1456,46889,1,1
1457,46889,1,1
1458,46889,1,1
1459,46889,1,1
1460,46889,1,1
1461,46889,1,1
1462,46889,1,1
1463,46889,1,1
1464,46889,0,1
1465,46889,0,1
1466,46889,0,1
1467,46889,0,1
1468,46889,0,1
1469,46889,0,1
1470,46889,0,1
1471,46889,0,1
1472,46889,1,1
1473,46889,0,1
1474,46889,1,1
1475,46889,0,1
1476,46889,0,1
1477,46889,0,1
1478,46889,0,1
1479,46889,0,1
1480,46889,0,1
1481,46889,0,1
1482,46889,0,1
1483,46889,1,1
1484,46889,0,1
1485,46889,0,1
1486,46889,0,1
1487,46889,1,1
1488,46889,0,1
1489,46889,0,1
1490,46889,0,1
1491,46889,0,1
1492,46889,0,1
1493,46889,0,1
1494,46889,0,1
1495,46889,0,1
1496,46889,0,1
1497,46889,0,1
1498,46889,0,1
1499,46889,0,1
1500,46889,0,1
1501,46889,0,1
1502,46889,0,1
1503,46889,0,1
1504,46889,0,1
1505,46889,0,1
1506,46889,0,1
1507,46889,0,1
1508,46889,0,1
1509,46889,0,1
1510,46889,0,1
1511,46889,0,1
1512,46889,1,1
1513,46889,1,1
1514,46889,1,1
1515,46889,1,1
1516,46889,1,1
1517,46889,1,1
1518,46889,1,1
1519,46889,1,1
1520,46889,1,1
1521,46889,1,1
1522,46889,1,1
1523,46889,1,1
1524,46889,1,1
1525,46889,1,1
1526,46889,1,1
1527,46889,1,1
1528,46889,1,1
1529,46889,1,1
1530,46889,1,1
1531,46889,1,1
1532,46889,1,1
1533,46889,1,1
1534,46889,1,1
1535,46889,1,1
1536,46889,0,1
1537,46889,0,1
1538,46889,0,1
1539,46889,0,1
1540,46889,0,1
1541,46889,0,1
1542,46889,0,1
1543,46889,0,1
1544,46889,0,1
1545,46889,0,1
1546,46889,0,1
1547,46889,0,1
1548,46889,0,1
1549,46889,0,1
1550,46889,0,1
1551,46889,0,1
1552,46889,0,1
1553,46889,0,1
1554,46889,0,1
1555,46889,0,1
1556,46889,0,1
1557,46889,0,1
1558,46889,0,1
1559,46889,0,1
1560,46889,1,1
1561,46889,1,1
1562,46889,1,1
1563,46889,1,1
1564,46889,1,1
1565,46889,1,1
1566,46889,1,1
1567,46889,1,1
1568,46889,1,1
1569,46889,1,1
1570,46889,1,1
1571,46889,1,1
1572,46889,1,1
1573,46889,1,1
1574,46889,1,1
1575,46889,1,1
1576,46889,1,1
1577,46889,1,1
1578,46889,1,1
1579,46889,1,1
1580,46889,1,1
1581,46889,1,1
1582,46889,1,1
1583,46889,1,1
1584,46889,0,1
1585,46889,0,1
1586,46889,0,1
1587,46889,0,1
1588,46889,0,1
1589,46889,0,1
1590,46889,0,1
1591,46889,0,1
1592,46889,0,1
1593,46889,0,1
1594,46889,0,1
1595,46889,0,1
1596,46889,0,1
1597,46889,0,1
1598,46889,0,1
1599,46889,0,1
1600,46889,0,1
1601,46889,0,1
1602,46889,0,1
1603,46889,0,1
1604,46889,0,1
1605,46889,0,1
1606,46889,0,1
1607,46889,0,1
1608,46889,1,1
1609,46889,1,1
1610,46889,1,1
1611,46889,1,1
1612,46889,1,1
1613,46889,1,1
1614,46889,1,1
1615,46889,1,1
1616,46889,1,1
1617,46889,1,1
1618,46889,1,1
1619,46889,1,1
1620,46889,1,1
1621,46889,1,1
1622,46889,1,1
1623,46889,1,1
1624,46889,1,1
1625,46889,1,1
1626,46889,1,1
1627,46889,1,1
1628,46889,1,1
1629,46889,1,1
1630,46889,1,1
1631,46889,1,1
1632,46889,1,1
1633,46889,1,1
1634,46889,1,1
1635,46889,1,1
1636,46889,1,1
1637,46889,1,1
1638,46889,1,1
1639,46889,1,1
1640,46889,1,1
1641,46889,1,1
1642,46889,1,1
1643,46889,1,1
1644,46889,1,1
1645,46889,1,1
1646,46889,1,1
1647,46889,1,1
1648,46889,1,1
1649,46889,1,1
1650,46889,1,1
1651,46889,1,1
1652,46889,1,1
1653,46889,1,1
1654,46889,1,1
1655,46889,1,1
1656,46889,0,1
1657,46889,0,1
1658,46889,1,1
1659,46889,1,1
1660,46889,1,1
1661,46889,1,1
1662,46889,1,1
1663,46889,1,1
1664,46889,1,1
1665,46889,1,1
1666,46889,1,1
1667,46889,1,1
1668,46889,1,1
1669,46889,1,1
1670,46889,1,1
1671,46889,1,1
1672,46889,1,1
1673,46889,1,1
1674,46889,1,1
1675,46889,1,1
1676,46889,1,1
1677,46889,1,1
1678,46889,0,1
1679,46889,1,1
1680,46889,0,1
1681,46889,0,1
1682,46889,0,1
1683,46889,0,1
1684,46889,0,1
1685,46889,0,1
1686,46889,0,1
1687,46889,0,1
1688,46889,0,1
1689,46889,0,1
1690,46889,0,1
1691,46889,0,1
1692,46889,0,1
1693,46889,0,1
1694,46889,0,1
1695,46889,0,1
1696,46889,0,1
1697,46889,0,1
1698,46889,0,1
1699,46889,0,1
1700,46889,0,1
1701,46889,0,1
1702,46889,0,1
1703,46889,0,1
1704,46889,0,1
1705,46889,0,1
1706,46889,0,1
1707,46889,0,1
1708,46889,0,1
1709,46889,0,1
1710,46889,0,1
1711,46889,0,1
1712,46889,0,1
1713,46889,0,1
1714,46889,0,1
1715,46889,0,1
1716,46889,0,1
1717,46889,0,1
1718,46889,0,1
1719,46889,0,1
1720,46889,0,1
1721,46889,0,1
1722,46889,0,1
1723,46889,0,1
1724,46889,0,1
1725,46889,0,1
1726,46889,0,1
1727,46889,0,1
2016,10144,0,1
2017,10144,0,1
2018,10144,0,1
2019,10144,0,1
2020,10144,0,1
2021,10144,0,1
2022,10144,0,1
2023,10144,0,1
2024,10144,0,1
2025,10144,0,1
2026,10144,0,1
2027,10144,0,1
2028,10144,0,1
2029,10144,0,1
2030,10144,0,1
2031,10144,0,1
2032,10144,0,1
2033,10144,0,1
2034,10144,0,1
2035,10144,0,1
2036,10144,0,1
2037,10144,0,1
2038,10144,0,1
2039,10144,0,1
2040,10144,0,1
2041,10144,0,1
2042,10144,0,1
2043,10144,0,1
2044,10144,0,1
2045,10144,0,1
2046,10144,0,1
2047,10144,0,1
2048,10144,0,1
2049,10144,0,1
2050,10144,0,1
2051,10144,0,1
2052,10144,0,1
2053,10144,0,1
2054,10144,0,1
2055,10144,0,1
2056,10144,0,1
2057,10144,0,1
2058,10144,0,1
2059,10144,0,1
2060,10144,0,1
2061,10144,0,1
2062,10144,0,1
2063,10144,0,1
2064,10144,0,1
2065,10144,0,1
2066,10144,0,1
2067,10144,0,1
2068,10144,0,1
2069,10144,0,1
2070,10144,0,1
2071,10144,0,1
2072,10144,0,1
2073,10144,0,1
2074,10144,0,1
2075,10144,0,1
2076,10144,0,1
2077,10144,0,1
2078,10144,0,1
2079,10144,0,1
2080,10144,0,1
2081,10144,0,1
2082,10144,0,1
2083,10144,0,1
2084,10144,0,1
2085,10144,0,1
2086,10144,0,1
2087,10144,0,1
2088,10144,0,1
2089,10144,0,1
2090,10144,0,1
2091,10144,0,1
2092,10144,0,1
2093,10144,0,1
2094,10144,0,1
2095,10144,0,1
2096,10144,0,1
2097,10144,0,1
2098,10144,0,1
2099,10144,0,1
2100,10144,0,1
2101,10144,0,1
2102,10144,0,1
2103,10144,0,1
2104,10144,0,1
2105,10144,0,1
2106,10144,0,1
2107,10144,0,1
2108,10144,0,1
2109,10144,0,1
2110,10144,0,1
2111,10144,0,1
2112,10144,0,1
2113,10144,0,1
2114,10144,0,1
2115,10144,0,1
2116,10144,0,1
2117,10144,0,1
2118,10144,0,1
2119,10144,0,1
2120,10144,0,1
2121,10144,0,1
2122,10144,0,1
2123,10144,0,1
2124,10144,0,1
2125,10144,0,1
2126,10144,0,1
2127,10144,0,1
2128,10144,0,1
2129,10144,0,1
2130,10144,0,1
2131,10144,0,1
2132,10144,0,1
2133,10144,0,1
2134,10144,0,1
2135,10144,0,1
2136,10144,0,1
2137,10144,0,1
2138,10144,0,1
2139,10144,0,1
2140,10144,0,1
2141,10144,0,1
2142,10144,0,1
2143,10144,0,1
2144,10144,0,1
2145,10144,0,1
2146,10144,0,1
2147,10144,0,1
2148,10144,0,1
2149,10144,0,1
2150,10144,0,1
2151,10144,0,1
2152,10144,0,1
2153,10144,0,1
2154,10144,0,1
2155,10144,0,1
2156,10144,0,1
2157,10144,0,1
2158,10144,0,1
2159,10144,0,1
2160,10144,0,1
2161,10144,0,1
2162,10144,0,1
2163,10144,0,1
2164,10144,0,1
2165,10144,0,1
2166,10144,0,1
2167,10144,0,1
2168,10144,0,1
2169,10144,0,1
2170,10144,0,1
2171,10144,0,1
2172,10144,0,1
2173,10144,0,1
2174,10144,0,1
2175,10144,0,1
2176,10144,0,1
2177,10144,0,1
2178,10144,0,1
2179,10144,0,1
2180,10144,0,1
2181,10144,0,1
2182,10144,0,1
2183,10144,0,1
2184,10144,0,1
2185,10144,0,1
2186,10144,0,1
2187,10144,0,1
2188,10144,0,1
2189,10144,0,1
2190,10144,0,1
2191,10144,0,1
2192,10144,0,1
2193,10144,0,1
2194,10144,0,1
2195,10144,0,1
2196,10144,0,1
2197,10144,0,1
2198,10144,0,1
2199,10144,0,1
2200,10144,0,1
2201,10144,0,1
2202,10144,0,1
2203,10144,0,1
2204,10144,0,1
2205,10144,0,1
2206,10144,0,1
2207,10144,0,1
2208,10144,0,1
2209,10144,0,1
2210,10144,0,1
2211,10144,0,1
2212,10144,0,1
2213,10144,0,1
2214,10144,0,1
2215,10144,0,1
2216,10144,0,1
2217,10144,0,1
2218,10144,0,1
2219,10144,0,1
2220,10144,0,1
2221,10144,0,1
2222,10144,0,1
2223,10144,0,1
2224,10144,0,1
2225,10144,0,1
2226,10144,0,1
2227,10144,0,1
2228,10144,0,1
2229,10144,0,1
2230,10144,0,1
2231,10144,0,1
2232,10144,0,1
2233,10144,0,1
2234,10144,0,1
2235,10144,0,1
2236,10144,0,1
2237,10144,0,1
2238,10144,0,1
2239,10144,0,1
2240,10144,0,1
2241,10144,0,1
2242,10144,0,1
2243,10144,0,1
2244,10144,0,1
2245,10144,0,1
2246,10144,0,1
2247,10144,0,1
2248,10144,0,1
2249,10144,0,1
2250,10144,0,1
2251,10144,0,1
2252,10144,0,1
2253,10144,0,1
2254,10144,0,1
2255,10144,0,1
2256,10144,1,1
2257,10144,1,1
2258,10144,1,1
2259,10144,1,1
2260,10144,1,1
2261,10144,1,1
2262,10144,1,1
2263,10144,1,1
2264,10144,1,1
2265,10144,1,1
2266,10144,1,1
2267,10144,1,1
2268,10144,1,1
2269,10144,1,1
2270,10144,1,1
2271,10144,1,1
2272,10144,1,1
2273,10144,1,1
2274,10144,1,1
2275,10144,1,1
2276,10144,1,1
2277,10144,1,1
2278,10144,1,1
2279,10144,1,1
2280,10144,0,0
2281,10144,0,0
2282,10144,0,0
2283,10144,0,0
2284,10144,0,0
2285,10144,0,0
2286,10144,0,0
2287,10144,0,0
2288,10144,0,0
2289,10144,0,0
2290,10144,0,0
2291,10144,0,0
2292,10144,0,0
2293,10144,0,0
2294,10144,0,0
2295,10144,0,0
2296,10144,0,0
2297,10144,0,0
2298,10144,0,0
2299,10144,0,0
2300,10144,0,0
2301,10144,0,0
2302,10144,0,0
2303,10144,0,0
2304,10849,0,1
2305,10849,0,1
2306,10849,0,1
2307,10849,0,1
2308,10849,0,1
2309,10849,0,1
2310,10849,0,1
2311,10849,0,1
2312,10849,0,1
2313,10849,0,1
2314,10849,0,1
2315,10849,0,1
2316,10849,0,1
2317,10849,0,1
2318,10849,0,1
2319,10849,0,1
2320,10849,0,1
2321,10849,0,1
2322,10849,0,1
2323,10849,0,1
2324,10849,0,1
2325,10849,0,1
2326,10849,0,1
2327,10849,0,1
2328,10849,0,1
2329,10849,0,1
2330,10849,0,1
2331,10849,0,1
2332,10849,0,1
2333,10849,0,1
2334,10849,0,1
2335,10849,0,1
2336,10849,0,1
2337,10849,0,1
2338,10849,0,1
2339,10849,0,1
2340,10849,0,1
2341,10849,0,1
2342,10849,0,1
2343,10849,0,1
2344,10849,0,1
2345,10849,0,1
2346,10849,0,1
2347,10849,0,1
2348,10849,0,1
2349,10849,0,1
2350,10849,0,1
2351,10849,0,1
2352,10849,0,1
2353,10849,0,1
2354,10849,0,1
2355,10849,0,1
2356,10849,0,1
2357,10849,0,1
2358,10849,0,1
2359,10849,0,1
2360,10849,0,1
2361,10849,0,1
2362,10849,0,1
2363,10849,0,1
2364,10849,0,1
2365,10849,0,1
2366,10849,0,1
2367,10849,0,1
2368,10849,0,1
2369,10849,0,1
2370,10849,0,1
2371,10849,0,1
2372,10849,0,1
2373,10849,0,1
2374,10849,0,1
2375,10849,0,1
2376,10849,0,1
2377,10849,0,1
2378,10849,0,1
2379,10849,0,1
2380,10849,0,1
2381,10849,0,1
2382,10849,0,1
2383,10849,0,1
2384,10849,0,1
2385,10849,0,1
2386,10849,0,1
2387,10849,0,1
2388,10849,0,1
2389,10849,0,1
2390,10849,0,1
2391,10849,0,1
2392,10849,0,1
2393,10849,0,1
2394,10849,0,1
2395,10849,0,1
2396,10849,0,1
2397,10849,0,1
2398,10849,0,1
2399,10849,0,1
2400,10849,0,1
2401,10849,0,1
2402,10849,0,1
2403,10849,0,1
2404,10849,0,1
2405,10849,0,1
2406,10849,0,1
2407,10849,0,1
2408,10849,0,1
2409,10849,0,1
2410,10849,0,1
2411,10849,0,1
2412,10849,0,1
2413,10849,0,1
2414,10849,0,1
2415,10849,0,1
2416,10849,0,1
2417,10849,0,1
2418,10849,0,1
2419,10849,0,1
2420,10849,0,1
2421,10849,0,1
2422,10849,0,1
2423,10849,0,1
2424,10849,0,1
2425,10849,0,1
2426,10849,0,1
2427,10849,0,1
2428,10849,0,1
2429,10849,0,1
2430,10849,0,1
2431,10849,0,1
2432,10849,0,1
2433,10849,0,1
2434,10849,0,1
2435,10849,0,1
2436,10849,0,1
2437,10849,0,1
2438,10849,0,1
2439,10849,0,1
2440,10849,0,1
2441,10849,0,1
2442,10849,0,1
2443,10849,0,1
2444,10849,0,1
2445,10849,0,1
2446,10849,0,1
2447,10849,0,1
2448,10849,0,1
2449,10849,0,1
2450,10849,0,1
2451,10849,0,1
2452,10849,0,1
2453,10849,0,1
2454,10849,0,1
2455,10849,0,1
2456,10849,0,1
2457,10849,0,1
2458,10849,0,1
2459,10849,0,1
2460,10849,0,1
2461,10849,0,1
2462,10849,0,1
2463,10849,0,1
2464,10849,0,1
2465,10849,0,1
2466,10849,0,1
2467,10849,0,1
2468,10849,0,1
2469,10849,0,1
2470,10849,0,1
2471,10849,0,1
2472,10849,1,1
2473,10849,1,1
2474,10849,1,1
2475,10849,1,1
2476,10849,1,1
2477,10849,1,1
2478,10849,1,1
2479,10849,1,1
2480,10849,1,1
2481,10849,1,1
2482,10849,1,1
2483,10849,1,1
2484,10849,1,1
2485,10849,1,1
2486,10849,1,1
2487,10849,1,1
2488,10849,1,1
2489,10849,1,1
2490,10849,1,1
2491,10849,1,1
2492,10849,1,1
2493,10849,1,1
2494,10849,1,1
2495,10849,1,1
2496,10849,0,1
2497,10849,0,1
2498,10849,0,1
2499,10849,0,1
2500,10849,0,1
2501,10849,0,1
2502,10849,0,1
2503,10849,0,1
2504,10849,0,1
2505,10849,0,1
2506,10849,0,1
2507,10849,0,1
2508,10849,0,1
2509,10849,0,1
2510,10849,0,1
2511,10849,0,1
2512,10849,0,1
2513,10849,0,1
2514,10849,0,1
2515,10849,0,1
2516,10849,0,1
2517,10849,0,1
2518,10849,0,1
2519,10849,0,1
2520,10849,0,1
2521,10849,0,1
2522,10849,0,1
2523,10849,0,1
2524,10849,0,1
2525,10849,0,1
2526,10849,0,1
2527,10849,0,1
2528,10849,0,1
2529,10849,0,1
2530,10849,0,1
2531,10849,0,1
2532,10849,0,1
2533,10849,0,1
2534,10849,0,1
2535,10849,0,1
2536,10849,0,1
2537,10849,0,1
2538,10849,0,1
2539,10849,0,1
2540,10849,0,1
2541,10849,0,1
2542,10849,0,1
2543,10849,0,1
2544,10849,1,1
2545,10849,1,1
2546,10849,1,1
2547,10849,1,1
2548,10849,1,1
2549,10849,1,1
2550,10849,1,1
2551,10849,1,1
2552,10849,1,1
2553,10849,1,1
2554,10849,1,1
2555,10849,1,1
2556,10849,1,1
2557,10849,1,1
2558,10849,1,1
2559,10849,1,1
2560,10849,1,1
2561,10849,1,1
2562,10849,1,1
2563,10849,1,1
2564,10849,1,1
2565,10849,1,1
2566,10849,1,1
2567,10849,1,1
2568,10849,0,1
2569,10849,0,1
2570,10849,0,1
2571,10849,0,1
2572,10849,0,1
2573,10849,0,1
2574,10849,0,1
2575,10849,0,1
2576,10849,0,1
2577,10849,0,1
2578,10849,0,1
2579,10849,0,1
2580,10849,0,1
2581,10849,0,1
2582,10849,0,1
2583,10849,0,1
2584,10849,0,1
2585,10849,0,1
2586,10849,0,1
2587,10849,0,1
2588,10849,0,1
2589,10849,0,1
2590,10849,0,1
2591,10849,0,1
3168,101611,1,1
3169,101611,1,1
3170,101611,1,1
3171,101611,1,1
3172,101611,1,1
3173,101611,1,1
3174,101611,1,1
3175,101611,1,1
3176,101611,1,1
3177,101611,1,1
3178,101611,1,1
3179,101611,1,1
3180,101611,1,1
3181,101611,1,1
